id,Date,number of bedrooms,number of bathrooms,living area,lot area,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Total Rooms,House Age,Living Area Ratio,number of floors_1.5,number of floors_2.0,number of floors_2.5,number of floors_3.0,number of floors_3.5
6762817747,80,2,1.75,1140,936,0,0,3,8,940,200,2014,0,122004,52.8947,-114.474,1160,1327,1,50,13.217493541006709,3.75,11,1.2179487179487178,False,True,False,False,False
6762818060,80,4,2.5,3260,10032,0,0,3,8,1960,1300,1978,0,122022,52.9503,-114.513,1802,7249,3,64,13.195615697878253,6.5,47,0.32496012759170656,False,False,False,False,False
6762818356,80,3,2.5,2020,5613,0,0,3,7,2020,0,2003,0,122045,52.9135,-114.225,2020,4609,3,50,13.176853456625999,5.5,22,0.3598788526634598,False,True,False,False,False
6762818805,80,3,1.75,1620,5000,0,0,3,7,920,700,1954,0,122007,52.911,-114.562,1610,5000,3,61,13.1499804899607,4.75,71,0.324,False,False,False,False,False
6762818829,80,2,2.25,1170,1313,0,0,3,8,1170,0,2007,0,122026,52.9012,-114.568,1310,1304,2,80,13.146081857144738,4.25,18,0.8910891089108911,False,False,False,True,False
6762819036,80,4,2.75,2100,54014,0,0,5,7,1240,860,1978,0,122033,52.9494,-114.362,2490,7350,3,53,13.12834743715147,6.75,47,0.03887880919761543,False,False,False,False,False
6762819052,80,3,1.0,1710,5000,0,0,5,7,1140,570,1921,0,122009,52.8019,-114.575,1670,4000,2,80,13.126357390703754,4.0,104,0.342,False,False,False,False,False
6762819101,80,3,2.5,2410,34848,0,0,3,8,2410,0,1976,0,122027,52.7994,-114.31,2420,16424,3,69,13.122365377402328,5.5,49,0.0691574839302112,True,False,False,False,False
6762819433,80,4,2.75,2760,18306,0,0,3,7,1630,1130,1978,0,122033,52.9602,-114.405,2470,9856,3,66,13.107251770049071,6.75,47,0.15077023926581448,False,False,False,False,False
6762819637,80,3,2.5,2870,5490,0,0,3,9,2870,0,2008,0,122042,52.6771,-114.397,3040,5442,3,76,13.091906231773164,5.5,17,0.5227686703096539,False,True,False,False,False
6762819954,80,2,2.0,1440,3720,0,0,3,7,1440,0,1983,0,122006,52.9202,-114.515,1490,4308,1,53,13.07107218827772,4.0,42,0.3870967741935484,True,False,False,False,False
6762820082,80,3,2.5,3800,104979,0,0,3,8,3210,590,2005,0,122025,52.6604,-114.031,2040,109771,2,61,13.064736383209516,5.5,20,0.03619771573362292,False,True,False,False,False
6762820093,80,4,2.5,3281,5354,0,0,3,9,3281,0,2014,0,122023,52.5573,-114.353,2598,4815,3,63,13.064386746563187,6.5,11,0.6128128502054538,False,True,False,False,False
6762820803,80,3,2.25,2080,111513,0,0,3,8,1680,400,1977,0,122021,52.9703,-114.302,2440,107157,3,68,13.017005083966255,5.25,48,0.018652533785298575,True,False,False,False,False
6762820945,80,4,2.5,3100,10000,0,0,3,9,3100,0,1978,0,122035,52.6041,-114.34,1850,9438,3,72,13.016893966928787,6.5,47,0.31,False,True,False,False,False
6762821013,80,2,1.0,980,1600,0,0,3,8,980,0,2010,0,122003,52.868,-114.565,1180,1600,3,58,13.010316110729669,3.0,15,0.6125,False,True,False,False,False
6762821330,80,5,3.5,3390,7950,0,2,3,7,3390,0,2003,0,122053,52.7092,-114.371,2580,6900,3,65,12.994304980578146,8.5,22,0.42641509433962266,False,True,False,False,False
6762821471,80,2,1.0,1650,5106,0,0,3,7,1090,560,1960,0,122006,52.9292,-114.499,1300,6947,3,79,12.983103608918753,3.0,65,0.32314923619271446,False,False,False,False,False
6762821804,80,3,1.75,2000,7111,0,0,4,7,1360,640,1956,0,122050,52.9976,-114.563,1830,9000,1,60,12.964541634128395,4.75,69,0.28125439459991564,False,False,False,False,False
6762821860,80,2,1.0,1150,6835,0,1,3,7,1010,140,1922,0,122051,52.7867,-114.463,1150,6561,1,79,12.959846800844963,3.0,103,0.16825164594001463,False,False,False,False,False
6762822566,80,3,2.0,1640,3440,0,0,3,7,1640,0,1987,0,122005,52.9129,-114.287,1070,3549,3,54,12.919024904363686,5.0,38,0.47674418604651164,False,True,False,False,False
6762822828,80,3,1.75,1390,4602,0,0,3,7,930,460,1981,0,122007,52.9244,-114.556,1230,4800,2,76,12.899222326086994,4.75,44,0.3020425901781834,False,False,False,False,False
6762823263,80,4,2.5,2154,4153,0,0,3,9,2154,0,2012,0,122046,52.6857,-114.32,2154,4091,1,64,12.873904582205107,6.5,13,0.5186612087647484,False,True,False,False,False
6762823547,80,3,2.5,2029,3906,0,0,3,9,2029,0,2014,0,122040,52.571,-114.37,2029,3920,1,59,12.859532604138527,5.5,11,0.5194572452636969,False,True,False,False,False
6762823850,80,3,1.5,1370,9720,0,0,3,7,1370,0,1968,0,122033,52.9602,-114.387,1510,8775,3,59,12.834683971615659,4.5,57,0.14094650205761317,False,True,False,False,False
6762824068,80,3,2.5,1650,1793,0,0,3,8,1650,0,2007,0,122038,52.9407,-114.522,1650,1863,3,58,12.821260987319457,5.5,18,0.9202453987730062,False,False,False,True,False
6762824258,80,2,1.0,680,2550,0,0,4,5,680,0,1901,0,122007,52.9067,-114.578,1120,5100,3,64,12.807655372286902,3.0,124,0.26666666666666666,False,False,False,False,False
6762824385,80,3,1.75,1070,9000,0,0,4,7,1070,0,1978,0,122005,52.9284,-114.322,1700,8400,3,65,12.79802008682886,4.75,47,0.11888888888888889,False,False,False,False,False
6762824423,80,3,1.75,1330,7482,0,0,4,7,1330,0,1975,0,122033,52.9622,-114.397,1480,8096,2,69,12.793862088206213,4.75,50,0.177759957230687,False,False,False,False,False
6762824505,80,3,2.75,2540,8604,0,0,3,8,2540,0,1991,0,122023,52.5509,-114.375,2260,7438,2,77,12.793723190057223,5.75,34,0.2952115295211529,False,True,False,False,False
6762824521,80,4,2.25,2470,7698,0,0,3,8,2470,0,1983,0,122046,52.6706,-114.331,2330,7986,3,76,12.79358427261286,6.25,42,0.3208625617043388,False,True,False,False,False
6762825084,80,3,2.5,1890,7053,0,0,4,8,1890,0,1992,0,122067,52.6267,-114.373,2000,7226,2,74,12.758522821680685,5.5,33,0.2679710761378137,False,True,False,False,False
6762825118,80,3,3.25,1500,1442,0,0,3,8,1150,350,2007,0,122034,52.7892,-114.552,1500,1533,3,79,12.754196944209095,6.25,18,1.0402219140083218,False,True,False,False,False
6762825495,80,4,2.5,2330,4907,0,0,3,7,2330,0,2013,0,122035,52.589,-114.271,2300,3836,2,70,12.729323752253295,6.5,12,0.4748318728347259,False,True,False,False,False
6762825571,80,3,1.5,1560,9600,0,0,4,7,1560,0,1961,0,122010,52.9218,-114.353,1520,10000,3,73,12.721888795877375,4.5,64,0.1625,False,False,False,False,False
6762825572,80,4,2.25,2280,7500,0,0,4,7,1140,1140,1963,0,122043,52.6482,-114.522,1660,8000,2,64,12.721888795877375,6.25,62,0.304,False,False,False,False,False
6762825650,80,4,2.5,2410,7846,0,0,3,8,2410,0,1992,0,122040,52.4941,-114.502,2380,7914,2,75,12.721739531452183,6.5,33,0.3071628855467754,False,True,False,False,False
6762825957,80,3,1.5,1510,344124,0,2,4,7,1510,0,1964,0,122068,52.4456,-114.219,1750,169884,2,60,12.69771850797869,4.5,61,0.0043879531796677945,False,False,False,False,False
6762825972,80,3,1.0,1060,9663,0,0,3,7,1060,0,1967,0,122033,52.9544,-114.416,1320,10162,3,70,12.695422302748442,4.0,58,0.1096967815378247,False,False,False,False,False
6762826142,80,3,1.75,2050,6720,0,2,3,7,1050,1000,1939,0,122063,52.7358,-114.425,2380,7260,3,80,12.691429680714283,4.75,86,0.30505952380952384,False,False,False,False,False
6762826482,80,4,2.75,2200,8580,0,0,3,8,1860,340,1991,0,122018,52.525,-114.56,2290,7816,2,75,12.660331092405906,6.75,34,0.2564102564102564,False,False,False,False,False
6762826777,80,4,2.5,1770,6666,0,0,3,7,1770,0,1989,0,122018,52.5177,-114.539,1780,6666,1,69,12.644169499451689,6.5,36,0.26552655265526554,False,True,False,False,False
6762827005,80,3,2.75,1850,8820,0,0,4,8,1850,0,1993,0,122068,52.4228,-114.2,1850,8651,3,71,12.621491384816093,5.75,32,0.20975056689342403,False,True,False,False,False
6762827100,80,5,1.0,1940,8875,0,0,3,7,1940,0,1957,0,122070,52.6707,-114.465,1380,8875,3,52,12.611541086966115,6.0,68,0.21859154929577465,False,False,False,False,False
6762827234,80,4,1.5,1530,9000,0,0,4,6,1530,0,1976,0,122041,52.8792,-114.098,1520,8500,3,70,12.61087420020211,5.5,49,0.17,False,False,False,False,False
6762827437,80,2,1.0,820,6366,0,0,5,6,820,0,1952,0,122038,52.9812,-114.53,1580,10169,2,56,12.591338447675579,3.0,73,0.12880929940307886,False,False,False,False,False
6762827539,80,2,1.0,850,6800,0,0,3,7,850,0,1948,0,122038,52.9582,-114.527,870,6800,1,76,12.577639650232573,3.0,77,0.125,False,False,False,False,False
6762828624,80,3,1.5,1560,5000,0,0,5,7,1560,0,1961,0,122068,52.4348,-114.189,1400,10489,2,58,12.487488878546145,4.5,64,0.312,False,False,False,False,False
6762828770,80,3,2.5,1740,6992,0,0,3,7,1740,0,1990,0,122035,52.5874,-114.348,1260,6825,2,68,12.474193386571581,5.5,35,0.2488558352402746,False,True,False,False,False
6762828777,80,4,1.0,1390,17739,0,0,3,7,1390,0,1958,0,122040,52.5757,-114.492,1230,7840,2,53,12.472279517715116,5.0,67,0.07835841930210272,False,False,False,False,False
6762829126,80,3,1.0,1400,9750,0,0,3,7,1400,0,1968,1998,122043,52.6162,-114.494,1640,8050,1,59,12.441148720271016,4.0,57,0.14358974358974358,False,False,False,False,False
6762829431,80,3,2.0,1430,8919,0,0,3,7,1430,0,1992,0,122068,52.4418,-114.173,1580,8919,1,52,12.415121329251784,5.0,33,0.16033187577082633,False,False,False,False,False
6762829631,80,3,1.0,1090,10000,0,0,3,6,1090,0,1961,0,122041,52.8803,-114.101,1040,7500,3,52,12.388398368982115,4.0,64,0.109,False,False,False,False,False
6762829904,80,3,2.0,1350,7686,0,0,3,7,1350,0,1989,0,122024,52.5909,-114.243,1470,7686,3,52,12.358798024384122,5.0,36,0.1756440281030445,False,False,False,False,False
6762829963,80,3,2.0,1450,11204,0,0,3,7,1450,0,2003,0,122039,52.4939,-114.442,1520,9518,3,68,12.345838935721968,5.0,22,0.129418064976794,False,False,False,False,False
6762830041,80,3,1.0,1010,8848,0,0,4,7,1010,0,1968,0,122040,52.5042,-114.489,1380,10650,1,53,12.345404060459082,4.0,57,0.1141500904159132,False,False,False,False,False
6762830042,80,3,1.0,1440,11925,0,0,3,7,1440,0,1968,0,122040,52.5038,-114.49,1440,10425,3,50,12.345404060459082,4.0,57,0.12075471698113208,False,False,False,False,False
6762830108,80,4,1.5,1200,10890,0,0,5,7,1200,0,1972,0,122035,52.5723,-114.278,1250,10139,1,65,12.328294703023396,5.5,53,0.11019283746556474,False,False,False,False,False
6762830136,80,2,1.0,1030,9192,0,0,4,6,1030,0,1959,0,122046,52.6865,-114.371,1030,9190,3,76,12.323860125621126,3.0,66,0.11205395996518712,False,False,False,False,False
6762830427,80,4,2.0,1540,7575,0,0,4,7,1040,500,1978,0,122066,52.5964,-114.469,1720,7575,3,74,12.278397958261774,6.0,47,0.2033003300330033,False,False,False,False,False
6762830553,80,3,1.0,1520,8600,0,0,3,6,1040,480,1951,0,122056,52.7434,-114.525,1320,8600,1,57,12.25486757159303,4.0,74,0.17674418604651163,False,False,False,False,False
6762830554,80,3,1.5,1920,61014,0,0,3,6,1920,0,1953,0,122024,52.6746,-114.264,1616,61014,3,69,12.25486757159303,4.5,72,0.031468187629068736,False,False,False,False,False
6762830599,80,2,1.0,700,7303,0,0,5,5,700,0,1953,0,122053,52.7234,-114.356,960,6060,1,68,12.25484376189915,3.0,72,0.09585102012871423,False,False,False,False,False
6762830640,80,2,2.0,890,5000,0,0,3,6,890,0,1917,0,122051,52.7458,-114.454,1860,5000,3,80,12.245057754007776,4.0,108,0.178,False,False,False,False,False
6762831162,80,2,1.0,740,6460,0,0,3,6,740,0,1953,0,122052,52.7377,-114.534,1170,6975,2,66,12.092349482427034,3.0,72,0.11455108359133127,False,False,False,False,False
6762831194,80,3,1.0,1030,6600,0,0,3,7,1030,0,1954,0,122052,52.7241,-114.53,1220,9040,2,61,12.07254696717504,4.0,71,0.15606060606060607,False,False,False,False,False
6762810896,81,4,3.75,4520,9240,0,2,3,10,3270,1250,1992,0,122057,52.8197,-114.419,3380,9240,1,59,14.038654909278163,7.75,33,0.48917748917748916,True,False,False,False,False
6762811484,81,4,2.5,2610,3277,0,0,5,8,1920,690,1922,0,122028,52.8936,-114.52,1810,3277,2,65,13.815511557963774,6.5,103,0.7964601769911505,True,False,False,False,False
6762811970,81,4,2.5,3500,10891,0,2,3,10,3500,0,1995,0,122012,52.7833,-114.283,3820,13521,1,52,13.728863841750549,6.5,30,0.3213662657239923,False,True,False,False,False
6762812292,81,4,3.5,3600,5697,0,0,3,9,2940,660,2014,0,122020,52.8055,-114.261,3490,5911,1,69,13.676841418262708,7.5,11,0.631911532385466,False,True,False,False,False
6762812321,81,2,1.75,1900,13122,1,4,3,7,1100,800,1954,0,122063,52.7421,-114.438,1650,13160,1,60,13.675099554994853,3.75,71,0.14479500076207896,False,False,False,False,False
6762812525,81,6,3.75,3160,5000,0,0,3,8,3160,0,1989,0,122026,52.9048,-114.574,1740,5000,3,59,13.651521136057589,9.75,36,0.632,False,True,False,False,False
6762812614,81,4,2.5,2380,12573,0,0,4,9,2380,0,1963,0,122049,52.8284,-114.366,2900,10700,3,75,13.635307954601986,6.5,62,0.18929452000318142,False,False,False,False,False
6762812870,81,4,2.5,2910,6555,0,0,3,9,2910,0,2005,0,122010,52.8959,-114.362,2910,10419,2,56,13.60479076121576,6.5,20,0.4439359267734554,False,True,False,False,False
6762813063,81,4,3.5,3670,4960,0,0,3,9,2870,800,2005,0,122050,52.9322,-114.564,1520,6335,3,57,13.587355721107137,7.5,20,0.7399193548387096,False,True,False,False,False
6762813099,81,4,2.0,1510,3500,0,0,5,7,1510,0,1911,0,122028,52.9094,-114.547,1820,3750,3,57,13.581686421726285,6.0,114,0.43142857142857144,True,False,False,False,False
6762813220,81,4,2.5,2270,13449,0,0,4,9,1310,960,1975,0,122057,52.7716,-114.422,2810,13475,3,78,13.567050480716235,6.5,50,0.16878578332961558,False,False,False,False,False
6762813221,81,4,1.0,3390,4500,0,0,3,8,2190,1200,1924,2014,122054,52.8124,-114.483,2030,4872,2,64,13.567050480716235,5.0,101,0.7533333333333333,True,False,False,False,False
6762813421,81,5,1.75,2440,175421,0,4,4,8,1740,700,1944,0,122052,52.7248,-114.56,2390,10907,2,54,13.547632419997361,6.75,81,0.013909395112329767,True,False,False,False,False
6762813487,81,2,1.0,1410,3600,0,0,4,7,1310,100,1925,0,122028,52.8995,-114.528,1740,4200,2,55,13.541075028051122,3.0,100,0.39166666666666666,True,False,False,False,False
6762813616,81,3,2.25,3270,168000,0,0,4,10,3270,0,1982,0,122053,52.7497,-114.381,3220,7963,2,52,13.527829818844937,5.25,43,0.019464285714285715,False,True,False,False,False
6762813778,81,5,3.5,2720,11454,0,0,3,9,1830,890,1988,0,122005,52.8766,-114.309,2920,11310,2,78,13.51440681653079,8.5,37,0.23747162563296664,False,True,False,False,False
6762813912,81,4,2.5,3550,35689,0,0,4,9,3550,0,1991,0,122037,52.9803,-114.264,3350,35711,2,71,13.500801182986649,6.5,34,0.09947042506094315,False,True,False,False,False
6762813999,81,4,2.5,2990,29170,0,3,3,9,2990,0,1999,0,122015,52.7446,-114.307,3715,29170,3,71,13.493928313146206,6.5,26,0.10250257113472747,False,True,False,False,False
6762814362,81,3,2.5,2190,7982,0,0,3,8,2190,0,2004,0,122010,52.9169,-114.377,2090,8888,3,80,13.45883704259595,5.5,21,0.27436732648459033,False,True,False,False,False
6762814448,81,3,2.5,2580,8154,0,0,3,10,2090,490,1956,1997,122050,52.9559,-114.551,1660,8155,1,70,13.457407451830088,5.5,69,0.3164091243561442,False,False,False,False,False
6762814553,81,4,3.25,3730,11820,0,0,3,10,2460,1270,1990,0,122011,52.8075,-114.209,3680,10667,2,64,13.444448325847754,7.25,35,0.3155668358714044,False,True,False,False,False
6762814950,81,4,2.5,2660,40312,0,0,4,8,2660,0,1977,0,122021,52.9832,-114.329,2650,45302,1,66,13.4111463436501,6.5,48,0.06598531454653701,False,True,False,False,False
6762814954,81,3,2.5,2510,3819,0,0,3,8,2510,0,2007,0,122005,52.9287,-114.286,2520,3990,1,67,13.410546824147012,5.5,18,0.6572401152134066,False,True,False,False,False
6762815402,81,3,1.75,2070,5500,0,0,4,7,1130,940,1946,0,122006,52.9033,-114.491,1800,4400,2,60,13.377007146164305,4.75,79,0.37636363636363634,False,False,False,False,False
6762815478,81,3,2.5,2390,8315,0,0,4,9,2390,0,1990,0,122019,52.8571,-114.218,2370,7816,2,67,13.369225017834633,5.5,35,0.28743235117257965,False,True,False,False,False
6762815523,81,4,2.5,2210,9875,0,0,3,9,2210,0,1990,0,122019,52.8585,-114.215,2440,8799,1,60,13.367661298303675,6.5,35,0.22379746835443037,False,True,False,False,False
6762815718,81,3,1.75,4000,11894,0,0,3,9,2190,1810,1987,0,122017,53.0038,-114.393,2530,8650,2,70,13.350297037805756,4.75,38,0.3363040188330251,False,False,False,False,False
6762815775,81,5,1.0,3240,5324,0,0,3,9,3240,0,2007,0,122008,52.753,-114.065,3240,6036,1,60,13.345508528717259,6.0,18,0.608564988730278,False,True,False,False,False
6762815896,81,3,2.25,2190,45738,0,0,3,8,2190,0,1990,0,122005,52.9408,-114.31,2970,4496,3,56,13.3374763699232,5.25,35,0.047881411517775155,False,False,False,False,False
6762816000,81,3,3.25,1470,1152,0,0,3,8,1470,0,2003,0,122028,52.8816,-114.527,1470,1506,1,61,13.329379172803593,6.25,22,1.2760416666666667,False,False,False,True,False
6762816093,81,5,2.75,2930,31411,0,0,4,9,1520,1410,1975,0,122027,52.7876,-114.376,3070,12378,2,65,13.321215875492413,7.75,50,0.09327942440546305,False,False,False,False,False
6762816557,81,3,2.25,2300,12430,0,2,4,8,1580,720,1960,0,122031,52.665,-114.537,2500,12430,1,79,13.28787951079572,5.25,65,0.1850362027353178,False,False,False,False,False
6762816638,81,4,2.25,2580,7344,0,0,3,8,2580,0,1977,0,122012,52.7947,-114.28,2390,7507,3,68,13.28448392755959,6.25,48,0.35130718954248363,False,True,False,False,False
6762816684,81,3,1.75,1740,9500,0,3,4,8,1150,590,1958,0,122052,52.7219,-114.555,2110,9450,2,70,13.279368835614243,4.75,67,0.1831578947368421,False,False,False,False,False
6762817151,81,3,1.75,1930,213008,0,2,3,7,1300,630,1980,0,122045,52.9051,-114.183,2860,208652,1,67,13.249878458265119,4.75,45,0.009060692556148126,False,False,False,False,False
6762817957,81,4,2.5,2600,9935,0,0,3,8,2600,0,2005,0,122015,52.7165,-114.332,2830,7620,1,68,13.199326270390594,6.5,20,0.2617010568696527,False,True,False,False,False
6762818666,81,4,2.5,2810,4500,0,0,3,9,2810,0,2014,0,122024,52.5852,-114.213,2980,5046,2,52,13.158465772113962,6.5,11,0.6244444444444445,False,True,False,False,False
6762818860,81,6,4.5,3300,7561,0,0,3,8,3300,0,1980,0,122005,52.9095,-114.294,2470,7561,1,70,13.1421679654829,10.5,45,0.43645020499933873,False,True,False,False,False
6762818861,81,6,4.5,3300,7480,0,0,3,8,3300,0,1980,0,122005,52.9096,-114.294,2470,7561,1,67,13.1421679654829,10.5,45,0.4411764705882353,False,True,False,False,False
6762819031,81,3,3.0,1560,2250,0,0,3,9,1560,0,2009,0,122028,52.9229,-114.523,1610,4500,3,76,13.128436896192708,6.0,16,0.6933333333333334,False,True,False,False,False
6762819358,81,3,1.5,2240,13288,0,0,3,7,2240,0,1953,0,122010,52.9062,-114.36,2150,9900,3,76,13.112315061750808,4.5,72,0.16857314870559903,False,False,False,False,False
6762819603,81,3,1.75,1770,10125,0,0,3,7,1770,0,1944,1978,122038,52.9589,-114.543,1680,9825,1,53,13.096021455450709,4.75,81,0.1748148148148148,False,True,False,False,False
6762819752,81,3,2.75,2290,14810,0,0,5,7,1400,890,1967,0,122053,52.7643,-114.375,2540,8640,2,73,13.083624628087817,5.75,58,0.15462525320729237,False,False,False,False,False
6762819782,81,3,2.0,1580,7400,0,0,3,7,1050,530,1977,0,122005,52.9015,-114.352,1560,7458,3,64,13.081543466215237,5.0,48,0.21351351351351353,False,False,False,False,False
6762819955,81,3,2.5,2630,185130,0,0,3,9,2630,0,1991,0,122041,52.9335,-114.084,2630,210394,2,54,13.07107218827772,5.5,34,0.014206233457570355,False,True,False,False,False
6762820128,81,4,2.5,1850,11250,0,0,3,7,1210,640,1981,0,122019,52.8564,-114.252,1650,7623,1,57,13.060490101343552,6.5,44,0.16444444444444445,True,False,False,False,False
6762820129,81,5,3.25,3910,7077,0,0,3,9,2710,1200,2000,0,122024,52.6066,-114.217,2650,7077,1,75,13.060490101343552,8.25,25,0.5524939946304932,False,True,False,False,False
6762820529,81,2,2.0,1480,804,0,0,3,8,1480,0,2008,0,122044,52.832,-114.498,1380,1751,3,64,13.036807667689546,4.0,17,1.8407960199004976,False,False,False,True,False
6762820729,81,3,2.0,2270,148975,0,0,4,6,1270,1000,1900,1980,122053,52.7392,-114.385,2210,17388,2,74,13.021439671201302,5.0,125,0.01523745594898473,False,False,False,False,False
6762820755,81,5,3.0,2260,6508,0,0,3,7,1330,930,2003,0,122014,52.9808,-114.512,1940,9450,1,67,13.019224835777257,8.0,22,0.34726490473263677,False,False,False,False,False
6762821003,81,3,2.5,2320,15024,0,0,3,8,2320,0,1990,0,122025,52.7129,-113.956,2300,15145,3,74,13.011434051331422,5.5,35,0.154419595314164,False,True,False,False,False
6762821238,81,3,2.0,1790,32379,0,0,3,7,1790,0,2007,0,122025,52.7126,-113.888,2290,43560,2,72,12.994532278619134,5.0,18,0.055282744989036105,False,False,False,False,False
6762821555,81,3,2.75,1830,6460,0,0,3,8,1830,0,1991,0,122033,52.9455,-114.408,2030,3331,1,76,12.980802117227352,5.75,34,0.28328173374613,False,True,False,False,False
6762821861,81,3,1.75,1380,8182,0,0,5,7,1380,0,1942,0,122038,52.9813,-114.539,1300,8188,3,60,12.959846800844963,4.75,83,0.16866291860180885,False,False,False,False,False
6762822071,81,4,2.0,2280,10319,0,3,4,8,1270,1010,1989,0,122043,52.5894,-114.512,2280,9767,1,61,12.948012371209098,6.0,36,0.22095164260102723,False,False,False,False,False
6762822947,81,4,1.5,1850,6125,0,0,3,6,1110,740,1945,0,122064,52.7652,-114.56,990,6125,2,60,12.899097318586382,5.5,80,0.3020408163265306,True,False,False,False,False
6762823377,81,2,2.0,1340,6947,0,0,3,8,1340,0,2007,0,122045,52.9482,-114.212,1350,4273,2,72,12.871337193291367,4.0,18,0.1928890168418022,False,False,False,False,False
6762823643,81,3,1.0,920,3532,0,0,3,6,920,0,1910,0,122051,52.7839,-114.458,1250,4000,3,58,12.847929163278053,4.0,115,0.26047565118912797,False,False,False,False,False
6762823644,81,3,1.75,1750,10870,0,0,5,7,1750,0,1968,0,122053,52.7289,-114.378,1230,10868,3,66,12.847929163278053,4.75,57,0.1609935602575897,False,False,False,False,False
6762824008,81,2,2.5,1400,2958,0,0,3,8,1400,0,2007,0,122064,52.7796,-114.563,1540,2385,2,67,12.827995001361906,4.5,18,0.47329276538201487,False,True,False,False,False
6762824259,81,2,1.0,980,5110,0,0,4,7,780,200,1939,0,122006,52.9302,-114.504,1430,5110,3,56,12.807655372286902,3.0,86,0.1917808219178082,False,False,False,False,False
6762824424,81,3,1.75,1300,7770,0,0,3,7,1300,0,1967,0,122033,52.9647,-114.382,1520,7600,1,80,12.793862088206213,4.75,58,0.16731016731016732,False,False,False,False,False
6762824564,81,2,2.5,1278,987,0,0,3,7,1002,276,2007,0,122016,52.7832,-114.571,1220,1287,2,68,12.788291058675025,4.5,18,1.2948328267477203,False,True,False,False,False
6762824612,81,3,2.0,1690,10062,0,2,5,7,940,750,1928,0,122063,52.7402,-114.431,2390,6650,2,50,12.783250457245325,5.0,97,0.16795865633074936,False,False,False,False,False
6762824869,81,3,2.5,2100,3574,0,0,3,7,1690,410,2005,0,122055,52.9753,-114.174,1970,2962,2,58,12.765691290604371,5.5,20,0.5875769445998881,False,True,False,False,False
6762824870,81,2,2.5,1280,940,0,0,3,8,1060,220,2006,0,122028,52.9204,-114.554,1290,2900,1,69,12.765691290604371,4.5,19,1.3617021276595744,False,True,False,False,False
6762825047,81,4,2.5,2280,4096,0,0,3,7,2280,0,2003,0,122053,52.7134,-114.372,2280,3600,3,53,12.762830066509972,6.5,22,0.556640625,False,True,False,False,False
6762825423,81,3,1.0,1320,11457,0,0,3,8,1320,0,1959,0,122058,53.0038,-114.451,1900,9800,3,73,12.736556768559339,4.0,66,0.11521340665095575,False,False,False,False,False
6762825507,81,4,2.5,2610,5240,0,0,3,8,2610,0,2004,0,122024,52.575,-114.232,2480,5240,3,63,12.727841176689147,6.5,21,0.49809160305343514,False,True,False,False,False
6762825532,81,4,1.0,1780,4310,0,0,5,6,1780,0,1919,0,122051,52.7786,-114.468,1460,4310,1,67,12.724869415131389,5.0,106,0.41299303944315546,True,False,False,False,False
6762825573,81,2,2.0,1380,5840,0,0,3,7,1380,0,1988,0,122017,53.0032,-114.362,1810,5035,2,58,12.721888795877375,4.0,37,0.2363013698630137,False,False,False,False,False
6762825574,81,3,2.25,2060,47318,0,2,4,8,1600,460,1976,0,122039,52.5058,-114.455,1870,19663,1,64,12.721888795877375,5.25,49,0.043535229722304405,False,False,False,False,False
6762826143,81,4,2.5,2229,5723,0,0,3,7,2229,0,2012,0,122066,52.5993,-114.476,2738,5742,1,55,12.691429680714283,6.5,13,0.3894810414118469,False,True,False,False,False
6762826353,81,4,2.5,2038,7643,0,0,3,8,2038,0,2011,0,122023,52.5596,-114.37,2634,6824,3,76,12.675923138051079,6.5,14,0.2666492215098783,False,True,False,False,False
6762826903,81,4,2.5,2100,169448,0,0,3,8,2100,0,1998,0,122018,52.5345,-114.581,2370,15440,1,68,12.628070334272698,6.5,27,0.012393182569283793,False,True,False,False,False
6762827022,81,2,1.0,1095,5120,0,0,3,7,1095,0,1901,0,122044,52.8358,-114.503,1310,5120,3,56,12.619118943658652,3.0,124,0.2138671875,True,False,False,False,False
6762827031,81,3,1.0,1110,7000,0,0,4,7,1110,0,1955,0,122038,52.984,-114.531,1800,7000,3,79,12.618185607609803,4.0,70,0.15857142857142856,True,False,False,False,False
6762827256,81,2,1.0,1070,189486,0,0,3,6,1070,0,1942,0,122037,52.9499,-114.275,1970,60548,1,66,12.608202196848836,3.0,83,0.005646855176635741,False,False,False,False,False
6762827305,81,3,2.5,1852,4000,0,0,3,7,1852,0,2014,0,122072,52.5755,-114.4,2166,4000,3,50,12.604852121186608,5.5,11,0.463,False,True,False,False,False
6762827366,81,4,2.5,1850,8198,0,0,3,7,1850,0,1993,0,122067,52.6379,-114.376,1850,7924,2,53,12.59473402514672,6.5,32,0.2256647962917785,False,True,False,False,False
6762827438,81,2,1.0,850,5250,0,0,4,7,850,0,1950,0,122038,52.961,-114.532,1440,5250,1,65,12.591338447675579,3.0,75,0.1619047619047619,False,False,False,False,False
6762827502,81,3,2.25,1310,12825,0,0,3,7,1310,0,1950,2013,122031,52.6815,-114.558,1600,11250,1,75,12.583655977735045,5.25,75,0.10214424951267057,False,False,False,False,False
6762827648,81,3,1.75,1690,3449,0,0,3,7,1690,0,1987,0,122042,52.7019,-114.381,1530,4093,2,55,12.574185427296195,4.75,38,0.48999710060887214,False,False,False,False,False
